Luis Severino,RHP,NYY,2/20/94,null,0,0,21,null
Aaron Judge,RHP/OF,NYY,4/26/92,null,0,0,23,null
Jorge Mateo,SS,NYY,6/23/95,null,0,0,20,null
Greg Bird,1B,NYY,11/9/92,null,0,0,22,null
Gary Sanchez,C,NYY,12/2/92,null,0,0,22,null
Ian Clarkin,LHP,NYY,2/14/95,null,0,0,20,null
Rob Refsnyder,2B,NYY,3/26/91,null,0,0,24,null
Jacob Lindgren,LHP,NYY,3/12/93,null,0,0,22,null
Luis Torrens,C,NYY,5/2/96,null,0,0,19,null
Miguel Andujar,3B,NYY,3/2/95,null,0,0,20,null
