Devon Travis,2B,CLE,2/21/91,null,0,0,24,null
Steven Moya,OF,CLE,9/8/91,null,0,0,24,null
Buck Farmer,RHP,CLE,2/20/91,null,0,0,24,null
Derek Hill,OF,CLE,12/30/95,null,0,0,19,null
Domingo Leyba,2B,CLE,9/11/95,null,0,0,19,null
Kevin Ziomek,LHP,CLE,3/21/92,null,0,0,23,null
Robbie Ray,LHP,CLE,10/1/91,null,0,0,23,null
Hernan Perez,2B,CLE,3/26/91,null,0,0,24,null
James McCann,C,CLE,6/13/90,null,0,0,25,null
Tyler Collins,OF,CLE,6/6/90,null,0,0,25,null
