Alex Jackson,C/OF,SEA,12/25/95,null,0,0,19,null
D.J. Peterson,3B/OF,SEA,12/31/91,null,0,0,23,null
Ketel Marte,SS,SEA,10/12/93,null,0,0,21,null
Patrick Kivlehan,3B,SEA,12/22/89,null,0,0,25,null
Austin Wilson,OF,SEA,2/7/92,null,0,0,23,null
Edwin Diaz,RHP,SEA,3/22/94,null,0,0,21,null
Gabby Guerrero,OF,SEA,12/11/93,null,0,0,21,null
Luiz Gohara,LHP,SEA,7/31/96,null,0,0,19,null
Ryan Yarbrough,LHP,SEA,12/31/91,null,0,0,23,null
Carson Smith,RHP,SEA,10/19/89,null,0,0,25,null
