Sean Newcomb,LHP,LAA,6/12/93,null,0,0,22,null
Ricardo Sanchez,LHP,LAA,4/11/97,null,0,0,18,null
Cam Bedrosian,RHP,LAA,10/2/91,null,0,0,23,null
Chris Ellis,RHP,LAA,9/22/92,null,0,0,22,null
Joe Gatto,RHP,LAA,6/14/95,null,0,0,20,null
Victor Alcantra,RHP,LAA,4/3/93,null,0,0,22,null
Jairo Diaz,RHP,LAA,5/27/91,null,0,0,24,null
Alex Yarbrough,2B,LAA,8/3/91,null,0,0,24,null
Nick Tropeano,RHP,LAA,8/27/90,null,0,0,25,null
Kyle Mcgowin,RHP,LAA,11/27/91,null,0,0,23,null
